word,pos_tag
John,NNP
was,VBD
going,VBG
to,TO
be,VB
elected,VBN
as,IN
the,DT
president,NN
of,IN
the,DT
book,NN
club,NN
.,.
I,PRP
do,VBP
n't,RB
think,VB
either,DT
of,IN
us,PRP
truly,WDT
wants,VBZ
to,TO
be,VB
here,RB
and,CC
listen,VB
to,TO
this,DT
boring,JJ
lecture,NN
.,.
I,PRP
do,VBP
n't,RB
think,VB
either,DT
of,IN
those,DT
rules,NNS
should,MD
apply,VB
under,IN
these,DT
circumstances,NNS
.,.
I,PRP
do,VBP
n't,RB
believe,VB
that,IN
either,DT
of,IN
the,DT
two,CD
are,VBP
involved,VBN
much,RB
in,IN
the,DT
school,NN
play,NN
.,.
Either,CC
get,VB
her,PRP$
this,DT
sweater,NN
or,CC
that,IN
wallet,NN
for,IN
her,PRP$
birthday,NN
because,IN
I,PRP
know,VBP
she,PRP
'd,MD
like,VB
them,PRP
.,.
I,PRP
need,VBP
a,DT
new,JJ
one,NN
.,.
She,PRP
has,VBZ
the,DT
old,JJ
one,CD
.,.
I,PRP
want,VBP
to,TO
have,VB
the,DT
blue,JJ
one,NN
.,.
He,PRP
went,VBD
to,TO
the,DT
smaller,JJR
one,NN
.,.
That,DT
movie,NN
is,VBZ
a,DT
good,JJ
one,NN
.,.
The,DT
storm,NN
is,VBZ
a,DT
bad,JJ
one,NN
.,.
The,DT
exam,NN
was,VBD
a,DT
difficult,JJ
one,NN
.,.
She,PRP
needs,VBZ
a,DT
better,JJR
one,NN
.,.
The,DT
fight,NN
was,VBD
a,DT
violent,JJ
one,NN
.,.
It,PRP
was,VBD
a,DT
short,JJ
one,NN
.,.
The,DT
play,NN
we,PRP
saw,VBD
yesterday,NN
was,VBD
a,DT
short,JJ
one,NN
.,.
The,DT
story,NN
about,IN
the,DT
ghost,NN
was,VBD
a,DT
strange,JJ
one,NN
.,.
Since,IN
our,PRP$
oven,JJ
broke,NN
we,PRP
need,VBP
to,TO
buy,VB
a,DT
new,JJ
one,CD
.,.
Remember,VB
",",","
you,PRP
must,MD
take,VB
the,DT
black,JJ
one,NN
.,.
Jamie,NNP
's,POS
rock,NN
performance,NN
was,VBD
an,DT
extremely,RB
loud,JJ
one,CD
.,.
Although,IN
both,DT
laptops,NNS
worked,VBN
well,RB
",",","
we,PRP
both,DT
wanted,VBD
the,DT
newer,JJR
one,NN
.,.
She,PRP
will,MD
be,VB
a,DT
good,JJ
sister,NN
and,CC
a,DT
very,RB
loving,VBG
one,CD
.,.
The,DT
last,JJ
fireworks,JJ
display,NN
will,MD
be,VB
the,DT
biggest,JJS
one,NN
.,.
Although,IN
the,DT
movie,NN
was,VBD
interesting,JJ
",",","
it,PRP
was,VBD
a,DT
long,JJ
one,NN
.,.
The,DT
book,NN
was,VBD
short,JJ
but,CC
a,DT
difficult,JJ
one,CD
to,TO
read,VB
.,.
Working,VBG
with,IN
children,NNS
was,VBD
a,DT
challenging,JJ
job,NN
but,CC
a,DT
fulfilling,JJ
one,CD
too,RB
.,.
Mrs.,NNP
Warner,NNP
's,POS
youngest,JJS
daughter,NN
is,VBZ
always,RB
running,VBG
around,RB
and,CC
is,VBZ
the,DT
most,RBS
energetic,JJ
one,NN
.,.
Since,IN
this,DT
semester,NN
kept,VBD
me,PRP
very,RB
busy,JJ
",",","
I,PRP
felt,VBP
like,IN
it,PRP
was,VBD
a,DT
very,RB
short,JJ
one,NN
.,.
His,PRP$
argument,NN
was,VBD
a,DT
practical,JJ
one,NN
with,IN
actual,JJ
",",","
well,RB
supported,VBN
evidence,NN
.,.
I,PRP
'm,VBP
glad,JJ
my,PRP$
roommate,NN
enjoyed,VBD
her,PRP$
birthday,NN
party,NN
last,JJ
night,NN
but,CC
it,PRP
was,VBD
a,DT
very,RB
noisy,JJ
one,CD
.,.
Although,IN
my,PRP$
summer,NN
break,NN
was,VBD
three,CD
months,NNS
long,RB
",",","
to,TO
me,PRP
it,PRP
was,VBD
a,DT
short,JJ
one,NN
.,.
The,DT
train,NN
was,VBD
extremely,RB
old,JJ
but,CC
it,PRP
was,VBD
still,RB
a,DT
very,RB
fast,JJ
one,NN
.,.
Both,DT
players,NNS
were,VBD
very,RB
skilled,JJ
and,CC
the,DT
game,NN
was,VBD
a,DT
close,JJ
one,NN
.,.
Megan,NNP
",",","
who,WP
never,RB
gives,VBZ
up,RP
",",","
is,VBZ
the,DT
persistent,JJ
one,NN
in,IN
our,PRP$
family,NN
.,.
Although,IN
our,PRP$
group,NN
did,VBD
not,RB
spend,VB
much,JJ
money,NN
on,IN
our,PRP$
final,JJ
science,NN
project,NN
",",","
it,PRP
was,VBD
the,DT
best,JJS
one,NN
.,.
This,DT
one,CD
looks,VBZ
good,JJ
.,.
That,DT
one,CD
is,VBZ
mine,JJ
.,.
I,PRP
think,VBP
this,DT
one,CD
is,VBZ
Jamie,NNP
's,POS
It,PRP
's,VBZ
next,JJ
to,TO
that,DT
one,CD
.,.
I,PRP
know,VBP
this,DT
one,CD
will,MD
be,VB
bad,JJ
.,.
I,PRP
do,VBP
n't,RB
like,VB
that,DT
one,CD
.,.
She,PRP
does,VBZ
n't,RB
want,VB
this,DT
one,CD
.,.
I,PRP
want,VBP
the,DT
one,CD
from,IN
mom,NN
.,.
I,PRP
want,VBP
the,DT
one,NN
on,IN
the,DT
left,NN
.,.
He,PRP
ate,VBD
the,DT
one,NN
in,IN
the,DT
fridge,NN
.,.
She,PRP
did,VBD
n't,RB
let,VB
anyone,NN
touch,VB
this,DT
one,CD
.,.
The,DT
man,NN
on,IN
the,DT
far,RB
right,NN
was,VBD
the,DT
one,NN
called,VBN
Tom,NNP
.,.
My,PRP$
brother,NN
is,VBZ
the,DT
one,NN
with,IN
the,DT
red,JJ
hair,NN
and,CC
glasses,NNS
.,.
This,DT
one,CD
is,VBZ
from,IN
my,PRP$
mother,NN
but,CC
that,IN
one,CD
is,VBZ
not,RB
.,.
She,PRP
found,VBD
a,DT
hat,RB
identical,JJ
to,TO
this,DT
one,CD
I,PRP
'm,VBP
wearing,VBG
.,.
They,PRP
're,VBP
too,RB
old,JJ
and,CC
this,DT
one,NN
does,VBZ
n't,RB
even,RB
work,VB
anymore,RB
.,.
These,DT
are,VBP
quite,RB
new,JJ
except,IN
for,IN
that,DT
one,CD
on,IN
the,DT
edge,NN
.,.
The,DT
one,CD
wearing,VBG
the,DT
baseball,NN
hat,NN
would,MD
not,RB
stop,VB
talking,VBG
.,.
Although,IN
he,PRP
's,VBZ
usually,RB
clueless,JJ
",",","
perhaps,RB
Edward,NNP
knew,VBD
about,IN
this,DT
one,NN
.,.
There,EX
has,VBZ
never,RB
been,VBN
a,DT
more,RBR
romantic,JJ
story,NN
than,IN
this,DT
one,NN
.,.
His,PRP$
books,NNS
are,VBP
always,RB
sold,VBN
out,RP
and,CC
this,DT
one,CD
is,VBZ
no,DT
exception,NN
.,.
We,PRP
will,MD
meet,VB
better,JJR
",",","
more,RBR
intelligent,JJ
people,NNS
than,IN
the,DT
ones,NNS
back,RB
in,IN
high,JJ
school,NN
.,.
After,IN
you,PRP
're,VBP
finished,VBN
collecting,VBG
all,PDT
the,DT
samples,NNS
",",","
send,VBP
that,IN
one,CD
back,NN
to,TO
the,DT
lab,NN
.,.
Of,IN
all,PDT
the,DT
stories,NNS
she,PRP
wrote,VBD
",",","
the,DT
best,JJS
was,VBD
the,DT
one,NN
about,IN
her,PRP$
mother,NN
's,POS
childhood,NN
adventures,NNS
.,.
Her,PRP$
favorite,JJ
photo,NN
of,IN
her,PRP$
children,NNS
was,VBD
the,DT
one,NN
by,IN
her,PRP$
bedside,NN
.,.
Those,DT
are,VBP
all,DT
too,RB
sweet,JJ
but,CC
surprisingly,RB
this,DT
one,NN
does,VBZ
n't,RB
have,VB
much,JJ
sugar,NN
at,IN
all,DT
.,.
Ella,NNP
has,VBZ
many,JJ
cool,JJ
cars,NNS
but,CC
this,DT
one,CD
is,VBZ
especially,RB
unique,JJ
and,CC
outstandingly,RB
attractive,JJ
.,.
Apparently,RB
this,DT
is,VBZ
John,NNP
's,POS
fourth,JJ
time,NN
remarrying,NN
",",","
and,CC
he,PRP
thinks,VBZ
this,DT
one,CD
will,MD
turn,VB
out,RP
well,RB
.,.
There,EX
are,VBP
many,JJ
celebrations,NNS
in,IN
Japan,NNP
but,CC
this,DT
one,CD
is,VBZ
especially,RB
important,JJ
and,CC
traditional,JJ
.,.
Let,VB
's,POS
do,VB
something,NN
.,.
He,PRP
looked,VBD
like,IN
he,PRP
wanted,VBD
to,TO
say,VB
something,NN
.,.
Would,MD
you,PRP
like,IN
to,TO
drink,VB
something,NN
?,.
Can,MD
you,PRP
smell,VB
something,NN
burning,VBG
?,.
Something,VBG
does,VBZ
n't,RB
seem,VB
right,RB
.,.
Wendy,NNP
is,VBZ
very,RB
happy,JJ
about,IN
something,NN
.,.
John,NNP
is,VBZ
upset,VBN
about,IN
something,NN
.,.
She,PRP
's,VBZ
listening,VBG
to,TO
something,NN
.,.
Can,MD
I,PRP
snack,VB
on,IN
something,NN
?,.
The,DT
professor,NN
wanted,VBD
to,TO
talk,VB
to,TO
me,PRP
about,IN
something,NN
.,.
Something,VBG
made,VBN
Liz,NNP
burst,VBZ
out,RP
laughing,VBG
in,IN
the,DT
middle,NN
of,IN
class,NN
.,.
Do,VBP
n't,RB
be,VB
afraid,JJ
to,TO
say,VB
something,NN
during,IN
the,DT
meeting,NN
.,.
She,PRP
wanted,VBD
something,NN
from,IN
the,DT
store,NN
but,CC
she,PRP
did,VBD
n't,RB
have,VB
money,NN
.,.
He,PRP
did,VBD
something,NN
that,IN
saved,VBD
millions,NNS
of,IN
people,NNS
's,POS
lives,NNS
.,.
She,PRP
needed,VBD
something,NN
to,TO
boost,VB
her,PRP$
energy,NN
for,IN
the,DT
rest,NN
of,IN
the,DT
day,NN
.,.
I,PRP
think,VBP
Megan,NNP
may,MD
have,VB
eaten,VBN
something,NN
that,WDT
gave,VBD
her,PRP
really,RB
bad,JJ
food,NN
poisoning,NN
.,.
He,PRP
needed,VBD
something,NN
from,IN
his,PRP$
locker,NN
so,IN
he,PRP
had,VBD
to,TO
go,VB
back,RB
to,TO
school,NN
again,RB
.,.
He,PRP
always,RB
suggested,VBD
something,NN
in,IN
meetings,NNS
but,CC
his,PRP$
contributions,NNS
were,VBD
never,RB
taken,VBN
seriously,RB
.,.
There,EX
was,VBD
something,NN
blocking,VBG
the,DT
road,NN
which,WDT
had,VBD
caused,VBN
a,DT
gigantic,JJ
traffic,NN
jam,NN
.,.
She,PRP
did,VBD
n't,RB
want,VB
anything,NN
.,.
He,PRP
could,MD
n't,RB
say,VB
anything,NN
.,.
I,PRP
did,VBD
n't,RB
finish,VB
anything,NN
.,.
You,PRP
did,VBD
n't,RB
do,VB
anything,NN
.,.
I,PRP
do,VBP
n't,RB
want,VB
anything,NN
from,IN
here,RB
.,.
I,PRP
do,VBP
n't,RB
know,VB
anything,NN
about,IN
what,WP
happened,VBD
.,.
I,PRP
ca,MD
n't,RB
do,VB
anything,NN
until,IN
I,PRP
eat,VBP
.,.
He,PRP
could,MD
n't,RB
think,VB
of,IN
anything,NN
to,TO
say,VB
.,.
He,PRP
could,MD
eat,VB
anything,NN
.,.
They,PRP
never,RB
agreed,VBD
on,IN
anything,NN
.,.
It,PRP
's,VBZ
too,RB
late,JJ
to,TO
do,VB
anything,NN
now,RB
.,.
She,PRP
did,VBD
n't,RB
want,VB
anything,NN
to,TO
do,VB
with,IN
him,PRP
.,.
The,DT
business,NN
trip,NN
did,VBD
n't,RB
cost,VB
him,PRP
anything,NN
because,IN
it,PRP
was,VBD
covered,VBN
.,.
We,PRP
did,VBD
n't,RB
do,VB
anything,NN
too,RB
exciting,VBG
during,IN
spring,NN
break,NN
.,.
He,PRP
did,VBD
n't,RB
have,VB
anything,NN
to,TO
do,VB
with,IN
the,DT
incident,NN
.,.
It,PRP
was,VBD
anything,NN
but,CC
okay,NN
for,IN
him,PRP
to,TO
say,VB
that,DT
.,.
He,PRP
could,MD
n't,RB
say,VB
anything,NN
more,JJR
about,IN
the,DT
issue,NN
because,IN
he,PRP
was,VBD
no,RB
longer,RB
involved,VBN
.,.
I,PRP
eat,VBP
anything,NN
but,CC
nuts,NNS
because,IN
I,PRP
have,VBP
a,DT
severe,JJ
allergic,JJ
reaction,NN
to,TO
them,PRP
.,.
He,PRP
knew,VBD
that,IN
anything,NN
he,PRP
did,VBD
would,MD
make,VB
the,DT
situation,NN
worse,NN
",",","
so,IN
he,PRP
decided,VBD
to,TO
quietly,RB
leave,VB
the,DT
room,NN
.,.
Although,IN
the,DT
CEO,NNP
was,VBD
a,DT
very,RB
harsh,JJ
man,NN
",",","
I,PRP
had,VBD
over-heard,JJ
him,PRP
saying,VBG
he,PRP
would,MD
n't,RB
trade,VB
his,PRP$
children,NNS
and,CC
wife,NN
for,IN
anything,NN
in,IN
the,DT
world,NN
.,.
What,WP
he,PRP
did,VBD
was,VBD
atrocious,JJ
",",","
anything,NN
he,PRP
did,VBD
afterwards,VB
just,RB
never,RB
appealed,VBN
to,TO
anyone,NN
anymore,RB
.,.
Can,MD
someone,NN
bring,VB
me,PRP
water,NN
please,VB
?,.
Is,VBZ
someone,NN
in,IN
there,RB
?,.
Someone,NN
needs,VBZ
to,TO
pick,VB
her,PRP$
up,NN
.,.
I,PRP
think,VBP
she,PRP
is,VBZ
with,IN
someone,NN
.,.
He,PRP
was,VBD
talking,VBG
to,TO
someone,NN
earlier,RB
.,.
We,PRP
need,VBP
someone,NN
to,TO
cover,VB
his,PRP$
shift,NN
.,.
There,EX
is,VBZ
someone,NN
in,IN
here,RB
.,.
Someone,NN
is,VBZ
watching,VBG
us,PRP
.,.
I,PRP
hear,VBP
someone,NN
.,.
Can,MD
we,PRP
go,VB
and,CC
talk,VB
to,TO
someone,NN
?,.
Someone,NN
was,VBD
complaining,VBG
about,IN
their,PRP$
job,NN
very,RB
loudly,RB
on,IN
the,DT
phone,NN
.,.
Please,NNP
have,VBP
someone,NN
walk,NN
you,PRP
back,RB
after,IN
the,DT
party,NN
.,.
She,PRP
felt,VBD
someone,NN
tap,NN
her,PRP$
shoulder,NN
",",","
but,CC
no,DT
one,NN
was,VBD
there,RB
.,.
Someone,NN
must,MD
surely,RB
be,VB
responsible,JJ
for,IN
the,DT
graffiti,NN
on,IN
the,DT
wall,NN
.,.
She,PRP
needed,VBD
someone,NN
to,TO
give,VB
her,PRP
a,DT
ride,NN
to,TO
the,DT
airport,NN
.,.
I,PRP
disliked,VBD
walking,VBG
down,RP
dark,JJ
streets,NNS
because,IN
I,PRP
always,RB
felt,VBD
like,IN
someone,NN
was,VBD
following,VBG
me,PRP
.,.
Someone,NN
had,VBD
told,VBN
her,PRP$
that,IN
their,PRP$
boss,NN
was,VBD
going,VBG
to,TO
resign,VB
sometime,RB
within,IN
the,DT
next,JJ
3,CD
months,NNS
.,.
She,PRP
had,VBD
heard,VBN
someone,NN
talk,NN
about,IN
the,DT
new,JJ
movie,NN
as,IN
if,IN
it,PRP
were,VBD
the,DT
best,JJS
movie,NN
in,IN
history,NN
",",","
but,CC
she,PRP
had,VBD
also,RB
heard,VBN
others,NNS
talk,VBP
about,IN
how,WRB
horrible,JJ
it,PRP
was,VBD
.,.
Luckily,RB
",",","
someone,NN
had,VBD
filmed,VBN
the,DT
incident,NN
which,WDT
led,VBD
to,TO
the,DT
arrest,NN
of,IN
the,DT
criminal,NN
.,.
They,PRP
needed,VBD
someone,NN
to,TO
monitor,VB
the,DT
students,NNS
at,IN
all,DT
times,NNS
during,IN
the,DT
exam,NN
",",","
because,IN
of,IN
the,DT
increasing,VBG
problem,NN
of,IN
students,NNS
cheating,VBG
.,.
Is,VBZ
anyone,NN
home,NN
?,.
Anyone,NN
can,MD
do,VB
that,DT
.,.
They,PRP
could,MD
n't,RB
find,VB
anyone,NN
.,.
I,PRP
did,VBD
n't,RB
see,VB
anyone,NN
.,.
He,PRP
never,RB
talked,VBD
to,TO
anyone,NN
.,.
Is,VBZ
n't,RB
anyone,NN
worried,JJ
about,IN
this,DT
?,.
Anyone,NNP
want,VBP
to,TO
volunteer,VB
?,.
Can,NNP
anyone,NN
lend,VB
me,PRP
a,DT
pencil,NN
?,.
Anyone,NN
can,MD
learn,VB
to,TO
cycle,NN
.,.
Does,VBZ
anyone,NN
like,IN
him,PRP
?,.
Can,MD
anyone,NN
think,VB
of,IN
a,DT
solution,NN
to,TO
this,DT
problem,NN
?,.
I,PRP
ca,MD
n't,RB
think,VB
of,IN
anyone,NN
else,JJ
who,WP
would,MD
do,VB
it,PRP
.,.
Did,NNP
you,PRP
see,VBP
anyone,NN
walking,VBG
around,IN
this,DT
area,NN
last,JJ
night,NN
?,.
Could,NNP
anyone,NN
send,VB
me,PRP
directions,NNS
to,TO
the,DT
dinner,NN
party,NN
?,.
Is,VBZ
there,RB
anyone,NN
who,WP
can,MD
drive,VB
me,PRP
to,TO
the,DT
station,NN
?,.
It,PRP
was,VBD
an,DT
eerie,JJ
feeling,NN
",",","
because,IN
they,PRP
could,MD
n't,RB
find,VB
anyone,NN
in,IN
the,DT
building,NN
.,.
She,PRP
wondered,VBD
if,IN
anyone,NN
had,VBD
taken,VBN
her,PRP$
bag,NN
by,IN
accident,NN
",",","
because,IN
no,DT
matter,NN
how,WRB
hard,JJ
she,PRP
searched,VBD
she,PRP
could,MD
n't,RB
find,VB
it,PRP
.,.
The,DT
police,NN
asked,VBD
around,IN
the,DT
neighborhood,NN
to,TO
see,VB
if,IN
anyone,NN
had,VBD
seen,VBN
or,CC
heard,VBN
anything,NN
strange,JJ
last,JJ
Wednesday,NNP
.,.
She,PRP
was,VBD
n't,RB
sure,JJ
where,WRB
and,CC
how,WRB
to,TO
begin,VB
the,DT
investigation,NN
",",","
given,VBN
that,IN
anyone,NN
could,MD
have,VB
done,VBN
it,PRP
.,.
It,PRP
is,VBZ
highly,RB
unlikely,JJ
that,IN
anyone,NN
would,MD
dare,VB
to,TO
disobey,VB
him,PRP
because,IN
of,IN
his,PRP$
power,NN
and,CC
status,NN
.,.
A,DT
cat,NN
will,MD
often,RB
catch,VB
a,DT
mouse,NN
.,.
Mary,NNP
found,VBD
a,DT
mouse,NN
indoors,NNS
.,.
The,DT
mouse,NN
belongs,VBZ
to,TO
the,DT
rodent,JJ
family,NN
.,.
Jack,NNP
kept,VBD
a,DT
white,JJ
mouse,NN
as,IN
a,DT
pet,NN
.,.
A,DT
mouse,NN
is,VBZ
a,DT
very,RB
small,JJ
animal,NN
.,.
Mice,NNP
are,VBP
found,VBN
almost,RB
everywhere,RB
.,.
Most,JJS
mice,JJ
live,NN
in,IN
burrows,NNS
.,.
We,PRP
saw,VBD
many,JJ
mice,NNS
in,IN
the,DT
field,NN
.,.
Life,NNP
for,IN
mice,NN
is,VBZ
dangerous,JJ
.,.
Hawks,NNP
eat,NN
mice,NN
.,.
We,PRP
saw,VBD
a,DT
brown,JJ
mouse,NN
run,VBN
across,IN
the,DT
road,NN
.,.
Sometimes,VBZ
a,DT
mouse,NN
is,VBZ
trained,VBN
to,TO
perform,VB
in,IN
shows,NNS
.,.
In,IN
school,NN
we,PRP
drew,VBD
a,DT
cartoon,NN
of,IN
a,DT
very,RB
funny,JJ
mouse,NN
.,.
Bees,NNS
and,CC
ants,NNS
make,VBP
more,JJR
complex,JJ
shelters,NNS
than,IN
mice,NNS
.,.
Everyone,NN
knows,VBZ
that,IN
mice,NNS
are,VBP
very,RB
fond,RB
of,IN
cheese,NN
.,.
Children,NNP
everywhere,RB
often,RB
think,VBP
mice,NNS
are,VBP
cute,JJ
.,.
There,EX
are,VBP
brown,JJ
",",","
gray,JJ
",",","
white,JJ
",",","
and,CC
even,RB
black,JJ
mice,NN
.,.
Albert,NNP
bought,VBD
a,DT
picture-book,NN
with,IN
photos,NNS
of,IN
mice,NN
.,.
Mice,NNP
are,VBP
one,CD
of,IN
the,DT
oldest,JJS
types,NNS
of,IN
mammals,NNS
on,IN
the,DT
Earth,NNP
.,.
Mice,NNP
will,MD
run,VB
from,IN
the,DT
shadows,NNS
of,IN
large,JJ
birds,NNS
.,.
I,PRP
have,VBP
never,RB
seen,VBN
anyone,NN
go,VBP
to,TO
a,DT
Halloween,NNP
party,NN
dressed,VBD
like,IN
a,DT
mouse,NN
.,.
The,DT
mouse,NN
in,IN
the,DT
story,NN
wore,VBD
a,DT
bow-tie,JJ
and,CC
a,DT
large,JJ
",",","
black,JJ
top,NN
hat,NN
.,.
Walt,NNP
Disney,NNP
's,POS
Mickey,NNP
Mouse,NNP
has,VBZ
a,DT
girlfriend,NN
named,VBN
Minnie,NNP
Mouse,NNP
.,.
Even,RB
if,IN
I,PRP
were,VBD
starving,VBG
",",","
I,PRP
do,VBP
n't,RB
think,VB
I,PRP
could,MD
ever,RB
eat,VB
a,DT
mouse,NN
.,.
In,IN
the,DT
cartoon,NN
series,NN
",",","
Tom,NNP
and,CC
Jerry,NNP
",",","
Tom,NNP
is,VBZ
a,DT
cat,NN
",",","
and,CC
Jerry,NNP
is,VBZ
a,DT
mouse,NN
.,.
We,PRP
have,VBP
to,TO
do,VB
something,NN
about,IN
all,DT
of,IN
the,DT
mice,NN
that,WDT
are,VBP
living,VBG
in,IN
the,DT
barn,NN
.,.
Mice,NNP
are,VBP
very,RB
afraid,JJ
of,IN
cats,NNS
",",","
but,CC
cats,NNS
are,VBP
very,RB
afraid,JJ
of,IN
dogs,NNS
.,.
The,DT
mice,NN
were,VBD
surprised,VBN
by,IN
the,DT
three,CD
cats,NNS
that,WDT
ran,VBP
around,IN
the,DT
side,NN
of,IN
the,DT
wall,NN
.,.
If,IN
we,PRP
were,VBD
to,TO
find,VB
mice,NN
in,IN
the,DT
attic,JJ
",",","
what,WP
would,MD
you,PRP
do,VB
",",","
Jane,NNP
?,.
In,IN
the,DT
old,JJ
kitchen,NN
the,DT
mice,NN
were,VBD
getting,VBG
into,IN
the,DT
oatmeal,NN
and,CC
cereal,NN
boxes,NNS
.,.
The,DT
snake,NN
was,VBD
a,DT
foot,NN
long,RB
.,.
A,DT
dog,NN
's,POS
foot,NN
is,VBZ
called,VBN
a,DT
paw,NN
.,.
Jane,NNP
put,VBD
medicine,NN
on,IN
her,PRP$
foot,NN
.,.
He,PRP
hurt,VBD
his,PRP$
foot,NN
.,.
There,EX
are,VBP
twelve,JJ
inches,NNS
in,IN
a,DT
foot,NN
.,.
You,PRP
play,VBP
kickball,VB
with,IN
your,PRP$
feet,NNS
.,.
Jack,NNP
washed,VBD
the,DT
mud,NN
off,IN
his,PRP$
feet,NNS
.,.
Do,VBP
n't,RB
put,VB
your,PRP$
feet,NNS
on,IN
the,DT
furniture,NN
.,.
Millipedes,NNS
have,VBP
one,CD
thousand,CD
feet,NNS
.,.
Larry,NNP
's,POS
feet,NNS
are,VBP
very,RB
large,JJ
.,.
I,PRP
put,VBD
a,DT
bandage,NN
on,IN
the,DT
cut,NN
on,IN
my,PRP$
right,JJ
foot,NN
.,.
Slip,VB
your,PRP$
foot,NN
into,IN
the,DT
shoe,NN
",",","
please,NN
.,.
He,PRP
felt,VBD
a,DT
sharp,JJ
pain,NN
in,IN
his,PRP$
foot,NN
when,WRB
he,PRP
stepped,VBD
on,IN
the,DT
tack,NN
.,.
He,PRP
lifted,VBD
one,CD
foot,NN
very,RB
high,JJ
into,IN
the,DT
air,NN
.,.
Bob,NNP
hopped,VBD
on,IN
one,CD
foot,NN
all,PDT
the,DT
way,NN
down,IN
the,DT
street,NN
.,.
In,IN
February,NNP
",",","
my,PRP$
feet,NNS
get,VBP
cold,VBN
in,IN
bed,NN
at,IN
night,NN
.,.
Kim,NNP
is,VBZ
painting,VBG
the,DT
toenails,NNS
pink,VBP
on,IN
both,DT
of,IN
her,PRP$
feet,NNS
.,.
You,PRP
are,VBP
so,RB
good,JJ
with,IN
your,PRP$
feet,NNS
that,IN
you,PRP
should,MD
play,VB
soccer,NN
.,.
Many,JJ
animals,NNS
walk,VBP
or,CC
run,VBP
using,VBG
four,CD
feet,NNS
.,.
He,PRP
likes,VBZ
to,TO
soak,VB
his,PRP$
feet,NNS
in,IN
hot,JJ
water,NN
in,IN
the,DT
winter,NN
.,.
He,PRP
broke,VBD
his,PRP$
left,JJ
foot,NN
while,IN
playing,VBG
baseball,NN
and,CC
now,RB
can,MD
only,RB
watch,VB
the,DT
others,NNS
play,VBP
.,.
I,PRP
found,VBD
the,DT
horseshoe,NN
that,WDT
had,VBD
fallen,VBN
off,IN
of,IN
the,DT
small,JJ
pony,NN
's,POS
foot,NN
.,.
Peter,NNP
's,POS
foot,NN
slipped,VBD
when,WRB
he,PRP
was,VBD
walking,VBG
on,IN
the,DT
wet,JJ
stones,NNS
by,IN
the,DT
river,NN
.,.
In,IN
many,JJ
places,NNS
around,IN
the,DT
world,NN
a,DT
rabbit,NN
's,POS
foot,NN
is,VBZ
thought,VBN
to,TO
bring,VB
good,JJ
luck,NN
.,.
A,DT
duck,NN
's,POS
foot,NN
is,VBZ
yellow,JJ
",",","
or,CC
orange,NN
",",","
or,CC
sometimes,RB
almost,RB
brown,JJ
.,.
Sally,RB
jumped,VBD
into,IN
the,DT
big,JJ
swimming,NN
pool,NN
with,IN
her,PRP$
feet,NNS
going,VBG
in,IN
first,JJ
.,.
All,DT
water,NN
birds,NNS
have,VBP
webbed,VBN
feet,NNS
which,WDT
help,VBP
them,PRP
to,TO
swim,VB
very,RB
fast,RB
.,.
A,DT
football,NN
field,NN
is,VBZ
100,CD
yards,NNS
long,RB
",",","
which,WDT
comes,VBZ
to,TO
exactly,RB
300,CD
feet,NNS
.,.
A,DT
cow,NN
has,VBZ
four,CD
legs,NN
and,CC
four,CD
feet,NNS
just,RB
the,DT
same,JJ
as,IN
a,DT
horse,NN
does,VBZ
.,.
My,VB
feet,NNS
are,VBP
slightly,RB
different,JJ
in,IN
size,NN
so,IN
it,PRP
is,VBZ
very,RB
difficult,JJ
to,TO
find,VB
shoes,NNS
that,IN
fit,VBP
well,RB
.,.
My,PRP$
tooth,NN
is,VBZ
loose,JJ
.,.
Betty,NNP
is,VBZ
missing,VBG
a,DT
tooth,NN
.,.
It,PRP
looks,VBZ
like,IN
a,DT
tooth,NN
.,.
My,PRP$
mother,NN
bought,VBD
tooth,DT
whitener,NN
.,.
Larry,NNP
has,VBZ
a,DT
shark,NN
's,POS
tooth,NN
.,.
She,PRP
loves,VBZ
brushing,VBG
her,PRP$
teeth,NNS
.,.
Bite,VB
it,PRP
with,IN
your,PRP$
teeth,NNS
.,.
Lori,NNP
's,POS
teeth,NNS
are,VBP
very,RB
beautiful,JJ
.,.
That,DT
man,NN
's,POS
teeth,NNS
are,VBP
bad,JJ
.,.
Birds,NNS
do,VBP
not,RB
have,VB
teeth,NNS
.,.
I,PRP
'll,MD
ask,VB
the,DT
dentist,NN
to,TO
fix,VB
this,DT
loose,JJ
tooth,NN
.,.
I,PRP
cracked,VBD
my,PRP$
tooth,NN
when,WRB
I,PRP
bit,VBP
the,DT
ice,NN
cube,NN
.,.
My,PRP$
tooth,NN
has,VBZ
been,VBN
hurting,VBG
very,RB
much,RB
lately,RB
.,.
The,DT
boxer,NN
knocked,VBD
out,RP
my,PRP$
tooth,NN
during,IN
the,DT
match,NN
.,.
The,DT
scientist,NN
found,VBD
a,DT
petrified,JJ
dinosaur,NN
tooth,NN
.,.
My,PRP$
grandfather,NN
has,VBZ
no,DT
teeth,NN
",",","
so,IN
he,PRP
wears,VBZ
dentures,VBZ
.,.
I,PRP
brush,VBP
my,PRP$
teeth,NNS
three,CD
times,NNS
a,DT
day,NN
on,IN
every,DT
day,NN
of,IN
the,DT
week,NN
.,.
I,PRP
went,VBD
to,TO
the,DT
new,JJ
dentist,NN
to,TO
have,VB
my,PRP$
